,quality_score,view_certificate_1,view_certificate_2,,,,,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA,Expiration,Certification Body,Certification Address,Certification Contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Guatemala,FINCA MEDINA,11/11711/77,FINCA MEDINA,11/11711/77,"SIEMBRAS VISIÓN, S. A.",1650,ANTIGUA,"SIEMBRAS VISIÓN, S. A.",250,69 kg,Asociacion Nacional Del Café,2020,"May 21st, 2020",Byron Gonzalez,Caturra,Completed,Washed / Wet,7.5,7.5,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.42,0.0,82.33,10 %,0 full defects,1,Green,5 full defects,,"May 21st, 2021",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Byron Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Nicaragua,Finca Aurora,1,Beneficio - Finca Aurora,,MR.BROWN CAFE,1200,"Matagalpa, Nicaragua",Enrique Ferrufino,280,69 kg,Blossom Valley International宸嶧國際,2020 / 2021,"November 7th, 2020",MR.BROWN CAFE,Caturra,Completed,Washed / Wet,7.58,7.5,7.33,7.67,7.25,7.5,10.0,10.0,10.0,7.5,0.0,82.33,10.5 %,0 full defects,0,Other,0 full defects,,"November 7th, 2021",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner MR.BROWN CAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Nicaragua,Exportadora Atlantic S.A,017-053-0041,Dry Mill,017-053-0041,Exportadora Atlantic S.A,1100,Nueva segovia,Several producers,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2019,"January 18th, 2020","Exportadora Atlantic, S.A.",Caturra,Completed,Washed / Wet,7.58,7.5,7.5,7.5,7.5,7.25,10.0,10.0,10.0,7.42,0.0,82.25,11 %,1 full defects,0,Green,8 full defects,,"January 17th, 2021",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,"Owner Exportadora Atlantic, S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Vietnam,Apollo Estate,Apollo Honey 2019,Dry Mill,,"Sunvirtue Co., Ltd.",1040,Dalat,"Yeh, Li Chuan",1,2 kg,Specialty Coffee Association,2019,"March 10th, 2020","Sunvirtue Co., Ltd.",Catimor,Completed,Washed / Wet,7.42,7.33,7.33,7.42,7.58,7.67,10.0,10.0,10.0,7.5,0.0,82.25,12 %,0 full defects,1,Green,1 full defects,,"March 10th, 2021",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Sheila Magno - 562-999-3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,"Owner Sunvirtue Co., Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Colombia,Bella Vista,003-0059-01487,La Sabana,003-0059-01487,carcafe ltda,1779,Cundinamarca,Orlando Moreno,275,70 kg,Specialty Coffee Association,2020,"March 17th, 2020",rodrigo amaya,Caturra,Completed,Washed / Wet,7.33,7.5,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.42,0.0,82.25,11 %,0 full defects,11,Bluish-Green,0 full defects,,"March 17th, 2021",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Sheila Magno - 562-999-3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner rodrigo amaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Mexico,Finca Custepec,016-2028-368,Finca Custepec,016-2028-368,Exportadora Café California,1300,Chiapas,Armando Pohlenz,250,17250 kg,Centro Agroecológico del Café A.C.,2019,"April 1st, 2020",ANDREAS KUSSMAUL,Sarchimor,Completed,Washed / Wet,7.33,7.58,7.25,7.58,7.5,7.5,10.0,10.0,10.0,7.5,0.0,82.25,12 %,2 full defects,1,Green,8 full defects,,"April 1st, 2021",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner ANDREAS KUSSMAUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Brazil,CAFEBRAS COMERCIO DE CAFES DO BRASIL S/A,CB830/20,DRY,,cafebras comércio de cafes do brasil,1.100,CERRADO,CAFEBRAS COMERCIO DE CAFÉS DO BRASIL S/A,300,300 kg,Brazil Specialty Coffee Association,2020 / 2021,"September 15th, 2020",João Batista Jarduli,Mundo Novo,Completed,Natural / Dry,7.33,7.42,7.08,7.92,7.5,7.5,10.0,10.0,10.0,7.5,0.0,82.25,11 %,1 full defects,1,Bluish-Green,15 full defects,,"September 15th, 2021",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner João Batista Jarduli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Guatemala,FINCA AURORA,11/993/06,FINCA AURORA,11/993/06,"CEPA CENTROAMERICA, S. A.",1450,COBÁN ALTA VERAPAZ,"POLA, S. A.",25,69 kg,Asociacion Nacional Del Café,2020,"May 26th, 2020",Byron Gonzalez,Caturra,Completed,Washed / Wet,7.42,7.5,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.5,0.0,82.17,10 %,0 full defects,1,Green,2 full defects,,"May 26th, 2021",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Byron Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Guatemala,MARIA ISABEL,11/23/560,RIO COLORADO,11/23/560,"Tokyo Allied Coffee Roasters Co.,Ltd.",1600,Fraijanes,UNEX,275,69 kg,Japan Coffee Exchange,2019,"October 27th, 2020",Takanori Suzuki,Bourbon,Completed,Washed / Wet,7.67,7.5,7.33,7.42,7.33,7.42,10.0,10.0,10.0,7.42,0.0,82.08,12 %,0 full defects,1,Green,4 full defects,,"October 27th, 2021",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Takanori Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Taiwan,十萬咖啡（Shin Wan café),2020臺南市精品咖啡評鑑批次,十萬咖啡（Shin Wan café),,TCL 台灣咖啡研究室,680,"Dongshan Dist., Tainan City",陳英俊 (Chen Ying Jun),2,50 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2020,"September 1st, 2020","Lin, Che-Hao Krude 林哲豪",Gesha,Completed,Pulped natural / honey,7.5,7.5,7.42,7.17,7.58,7.42,10.0,10.0,10.0,7.42,0.0,82.0,13 %,0 full defects,0,None,1 full defects,,"September 1st, 2021",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),Bahnhofstrasse 22,Gloria Pedroza - +41417287296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,"Owner Lin, Che-Hao Krude 林哲豪",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Mexico,FINCA PLUMA HIDALGO,017,COSECHA BIENESTAR SAPI SA DE CV,,Centro Agroecológico del Café A. C.,1300,Mexico,COSECHA BIENESTAR SAPI DE CV,275,69 kg,Centro Agroecológico del Café A.C.,2019,"August 17th, 2020",COSECHA BIENESTAR SAPI DE CV,Typica,Completed,Washed / Wet,7.5,7.5,7.25,7.42,7.33,7.33,10.0,10.0,10.0,7.58,0.0,81.92,11 %,0 full defects,0,Green,0 full defects,,"August 17th, 2021",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner COSECHA BIENESTAR SAPI DE CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Guatemala,Unex(Guatemala),11/23/42,Unex(Guatemala),11/23/42,"NIPPON COFFEE TRADING CO.,LTD",1400,Oriente,Unex(Guatemala),250,69 kg,Japan Coffee Exchange,2019,"November 23rd, 2020",Yukinobu Ueda,Bourbon,Completed,Washed / Wet,7.42,7.42,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.42,0.0,81.83,12 %,0 full defects,0,Other,1 full defects,,"November 23rd, 2021",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Yukinobu Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Brazil,not specificated,002/1738/0121,dry mil of Cocapil cooperative,002/1738/0121,Marubeni Corporation,1200-1300,alta mogiana,Cocapil cooperative,430,60 kg,Japan Coffee Exchange,2020 / 2021,"October 27th, 2020",Ikuto Uehara,Other,Completed,Natural / Dry,7.58,7.25,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.42,0.0,81.75,11.5 %,0 full defects,2,Green,2 full defects,,"October 27th, 2021",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Ikuto Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Taiwan,御香咖啡園 (Yuxiang Coffee Garden),2020 臺南市精品咖啡評鑑批次,御香咖啡園 (Yuxiang Coffee Garden),,TCL 台灣咖啡研究室,650,"Dongshan Dist., Tainan City","陳建源 (CHEN, CHIEN-YUAN)",20,50 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2019,"September 1st, 2020","Lin, Che-Hao Krude 林哲豪",Other,Completed,Washed / Wet,7.33,7.5,7.25,7.25,7.75,7.33,10.0,10.0,10.0,7.33,0.0,81.75,11 %,0 full defects,0,Bluish-Green,0 full defects,,"September 1st, 2021",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),Bahnhofstrasse 22,Gloria Pedroza - +41417287296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,"Owner Lin, Che-Hao Krude 林哲豪",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Brazil,CAFEBRAS COMERCIO DE CAFÉ,CB598/20 A - B0215/20,DRY MILL,,cafebras comércio de cafes do brasil,900,CERRADO MINEIRO,CAFEBRAS COMERCIO DE CAFÉ,300,60 kg,Brazil Specialty Coffee Association,2019,"April 17th, 2020",João Batista Jarduli,Mundo Novo,Completed,Natural / Dry,7.25,7.42,7.25,7.58,7.5,7.33,10.0,10.0,10.0,7.42,0.0,81.75,11 %,0 full defects,0,,7 full defects,,"April 17th, 2021",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner João Batista Jarduli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
